                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 1.0012,                 1.0608,                 1.1265,                0.83796,                0.77315,                 0.7756,                0.56272,                 1.0818,                  1.281,                  1.104,             0.00077352,             0.00077352,             0.00077352
                    142,                0.92272,                 1.1222,                 1.1299,                0.83796,                0.77315,                 0.7756,                0.56272,                 1.0818,                  1.281,                  1.104,              0.0007688,              0.0007688,              0.0007688
                    143,                 1.0872,                 1.3915,                 1.2672,                0.80913,                0.80421,                 0.7857,                0.57946,                 1.0751,                 1.2738,                 1.0991,             0.00076409,             0.00076409,             0.00076409
                    144,                0.99243,                  1.126,                 1.1442,                0.80913,                0.80421,                 0.7857,                0.57946,                 1.0751,                 1.2738,                 1.0991,             0.00075937,             0.00075937,             0.00075937
                    145,                0.88488,                  1.187,                 1.0747,                0.85346,                0.84875,                0.82188,                0.59418,                 1.0581,                  1.256,                 1.0852,             0.00075465,             0.00075465,             0.00075465
                    146,                0.92463,                 1.0537,                 1.0499,                0.85346,                0.84875,                0.82188,                0.59418,                 1.0581,                  1.256,                 1.0852,             0.00074994,             0.00074994,             0.00074994
                    147,                0.98544,                 1.0714,                 1.0426,                0.85346,                0.84875,                0.82188,                0.59418,                 1.0581,                  1.256,                 1.0852,             0.00074522,             0.00074522,             0.00074522
                    148,                0.96735,                 1.1208,                 1.0662,                0.84952,                0.88112,                0.86205,                0.63264,                  1.042,                 1.1861,                 1.0652,             0.00074051,             0.00074051,             0.00074051
                    149,                0.91257,                0.96863,                 1.0435,                0.84952,                0.88112,                0.86205,                0.63264,                  1.042,                 1.1861,                 1.0652,             0.00073579,             0.00073579,             0.00073579
                    150,                0.97266,                 1.0916,                 1.0313,                0.89103,                0.81019,                0.85047,                0.63298,                  1.038,                 1.1312,                 1.0658,             0.00073108,             0.00073108,             0.00073108
                    151,                0.93495,                 1.1604,                 1.0922,                0.89103,                0.81019,                0.85047,                0.63298,                  1.038,                 1.1312,                 1.0658,             0.00072636,             0.00072636,             0.00072636
                    152,                 0.9981,                 1.1848,                  1.136,                0.88328,                0.80418,                0.83753,                0.61097,                 1.0328,                 1.1272,                 1.0619,             0.00072164,             0.00072164,             0.00072164
                    153,                0.82227,                 0.8734,                0.96142,                0.88328,                0.80418,                0.83753,                0.61097,                 1.0328,                 1.1272,                 1.0619,             0.00071693,             0.00071693,             0.00071693
                    154,                 1.0102,                 1.2308,                 1.1468,                0.74725,                0.84722,                0.82153,                0.62691,                 1.0479,                 1.1125,                 1.0659,             0.00071221,             0.00071221,             0.00071221
                    155,                0.88208,                 1.0261,                 1.0831,                0.74725,                0.84722,                0.82153,                0.62691,                 1.0479,                 1.1125,                 1.0659,              0.0007075,              0.0007075,              0.0007075
                    156,                0.85207,                0.95413,                0.99691,                0.74725,                0.84722,                0.82153,                0.62691,                 1.0479,                 1.1125,                 1.0659,             0.00070278,             0.00070278,             0.00070278
                    157,                0.97697,                 1.1467,                 1.0583,                0.81822,                 0.8078,                0.83645,                0.63043,                 1.0918,                 1.1477,                 1.0794,             0.00069807,             0.00069807,             0.00069807
                    158,                0.78306,                 1.1152,                 1.0045,                0.81822,                 0.8078,                0.83645,                0.63043,                 1.0918,                 1.1477,                 1.0794,             0.00069335,             0.00069335,             0.00069335
                    159,                0.80604,                0.85733,                0.94388,                0.73163,                0.84722,                0.83603,                0.62952,                 1.0971,                 1.1395,                 1.0724,             0.00068864,             0.00068864,             0.00068864
                    160,                  0.828,                0.92753,                0.94088,                0.73163,                0.84722,                0.83603,                0.62952,                 1.0971,                 1.1395,                 1.0724,             0.00068392,             0.00068392,             0.00068392
                    161,                0.89669,                 1.0886,                 1.0654,                0.72422,                0.90819,                0.85058,                0.64826,                 1.0819,                 1.0786,                 1.0649,              0.0006792,              0.0006792,              0.0006792
                    162,                0.87353,                0.97984,                 1.0076,                0.72422,                0.90819,                0.85058,                0.64826,                 1.0819,                 1.0786,                 1.0649,             0.00067449,             0.00067449,             0.00067449
                    163,                0.92314,                 1.0411,                 1.0417,                0.72422,                0.90819,                0.85058,                0.64826,                 1.0819,                 1.0786,                 1.0649,             0.00066977,             0.00066977,             0.00066977
                    164,                0.91158,                 1.0112,                 1.0394,                 0.9336,                0.76439,                0.86794,                0.65237,                 1.0944,                 1.0589,                 1.0669,             0.00066506,             0.00066506,             0.00066506
                    165,                0.89745,                0.91514,                 1.0167,                 0.9336,                0.76439,                0.86794,                0.65237,                 1.0944,                 1.0589,                 1.0669,             0.00066034,             0.00066034,             0.00066034
                    166,                0.96434,                 1.0136,                 1.0754,                0.93113,                0.81637,                 0.8843,                0.67227,                 1.0823,                 1.0325,                 1.0673,             0.00065563,             0.00065563,             0.00065563
                    167,                0.90816,                 1.1513,                 1.0955,                0.93113,                0.81637,                 0.8843,                0.67227,                 1.0823,                 1.0325,                 1.0673,             0.00065091,             0.00065091,             0.00065091
                    168,                0.89793,                0.97541,                 1.0108,                0.85901,                0.88485,                0.87407,                0.66791,                 1.0827,                 1.0423,                 1.0739,             0.00064619,             0.00064619,             0.00064619
                    169,                0.85673,                0.91289,                0.95643,                0.85901,                0.88485,                0.87407,                0.66791,                 1.0827,                 1.0423,                 1.0739,             0.00064148,             0.00064148,             0.00064148
                    170,                0.91629,                  1.098,                0.96391,                0.84689,                0.88889,                0.87562,                0.64998,                 1.0798,                 1.0556,                 1.0772,             0.00063676,             0.00063676,             0.00063676
                    171,                0.87022,                0.84126,                 1.0505,                0.84689,                0.88889,                0.87562,                0.64998,                 1.0798,                 1.0556,                 1.0772,             0.00063205,             0.00063205,             0.00063205
                    172,                0.94366,                0.92108,                 1.0101,                0.84689,                0.88889,                0.87562,                0.64998,                 1.0798,                 1.0556,                 1.0772,             0.00062733,             0.00062733,             0.00062733
                    173,                0.79928,                0.81956,                0.97805,                0.86362,                0.88569,                0.88641,                0.64302,                 1.0754,                 1.0761,                 1.0739,             0.00062262,             0.00062262,             0.00062262
                    174,                0.84712,                 1.0053,                 1.0582,                0.86362,                0.88569,                0.88641,                0.64302,                 1.0754,                 1.0761,                 1.0739,              0.0006179,              0.0006179,              0.0006179
                    175,                 0.8544,                0.94754,                 1.0181,                0.85905,                 0.8838,                0.86367,                0.61085,                  1.084,                 1.0891,                 1.0794,             0.00061318,             0.00061318,             0.00061318
                    176,                0.88822,                0.90318,                  1.028,                0.85905,                 0.8838,                0.86367,                0.61085,                  1.084,                 1.0891,                 1.0794,             0.00060847,             0.00060847,             0.00060847
                    177,                0.84686,                0.94323,                 1.0115,                0.85743,                0.91285,                0.87738,                0.60847,                 1.0821,                 1.0526,                 1.0721,             0.00060375,             0.00060375,             0.00060375
                    178,                0.91251,                0.96509,                 1.0606,                0.85743,                0.91285,                0.87738,                0.60847,                 1.0821,                 1.0526,                 1.0721,             0.00059904,             0.00059904,             0.00059904
                    179,                0.95279,                 0.8756,                 1.0105,                0.85743,                0.91285,                0.87738,                0.60847,                 1.0821,                 1.0526,                 1.0721,             0.00059432,             0.00059432,             0.00059432
                    180,                0.89992,                0.95985,                 1.0626,                 0.8762,                0.91093,                0.89053,                0.63386,                  1.077,                  1.045,                 1.0663,             0.00058961,             0.00058961,             0.00058961
                    181,                0.82783,                0.88808,                 1.0324,                 0.8762,                0.91093,                0.89053,                0.63386,                  1.077,                  1.045,                 1.0663,             0.00058489,             0.00058489,             0.00058489
                    182,                0.81111,                 0.8103,                0.97113,                0.74615,                0.95169,                0.85329,                0.62023,                 1.0723,                 1.0541,                  1.061,             0.00058017,             0.00058017,             0.00058017
                    183,                0.89763,                0.95855,                 1.0199,                0.74615,                0.95169,                0.85329,                0.62023,                 1.0723,                 1.0541,                  1.061,             0.00057546,             0.00057546,             0.00057546
                    184,                 0.9688,                 1.1055,                 1.1165,                0.81837,                0.77214,                0.81066,                0.60281,                 1.0926,                 1.0864,                 1.0736,             0.00057074,             0.00057074,             0.00057074
                    185,                0.98165,                  1.001,                 1.0553,                0.81837,                0.77214,                0.81066,                0.60281,                 1.0926,                 1.0864,                 1.0736,             0.00056603,             0.00056603,             0.00056603
                    186,                0.81519,                0.94051,                0.98383,                0.86623,                0.80905,                 0.8153,                0.59765,                 1.0872,                  1.063,                 1.0729,             0.00056131,             0.00056131,             0.00056131
                    187,                0.90875,                0.91509,                 1.0061,                0.86623,                0.80905,                 0.8153,                0.59765,                 1.0872,                  1.063,                 1.0729,              0.0005566,              0.0005566,              0.0005566
                    188,                0.87568,                 0.8696,                 1.0173,                0.86623,                0.80905,                 0.8153,                0.59765,                 1.0872,                  1.063,                 1.0729,             0.00055188,             0.00055188,             0.00055188
                    189,                0.90146,                 1.0145,                 1.0719,                0.75103,                0.88323,                0.81422,                0.61227,                 1.0842,                 1.0327,                 1.0619,             0.00054716,             0.00054716,             0.00054716
                    190,                0.81576,                0.91635,                0.99106,                0.75103,                0.88323,                0.81422,                0.61227,                 1.0842,                 1.0327,                 1.0619,             0.00054245,             0.00054245,             0.00054245
                    191,                0.97589,                 0.9169,                 1.0754,                0.82333,                0.87246,                 0.8157,                0.60963,                 1.0982,                 1.0635,                 1.0698,             0.00053773,             0.00053773,             0.00053773
                    192,                0.82374,                0.93497,                 1.0347,                0.82333,                0.87246,                 0.8157,                0.60963,                 1.0982,                 1.0635,                 1.0698,             0.00053302,             0.00053302,             0.00053302
                    193,                0.82851,                 0.9285,                0.98513,                0.84046,                0.82984,                0.82637,                0.61098,                 1.0632,                 1.0535,                 1.0523,              0.0005283,              0.0005283,              0.0005283
                    194,                0.90909,                0.90805,                 1.0393,                0.84046,                0.82984,                0.82637,                0.61098,                 1.0632,                 1.0535,                 1.0523,             0.00052359,             0.00052359,             0.00052359
                    195,                0.85621,                0.89984,                 1.0157,                0.84046,                0.82984,                0.82637,                0.61098,                 1.0632,                 1.0535,                 1.0523,             0.00051887,             0.00051887,             0.00051887
                    196,                0.93928,                0.96099,                 1.0672,                0.78407,                0.83601,                0.83877,                0.63223,                 1.0514,                 1.0471,                 1.0377,             0.00051415,             0.00051415,             0.00051415
                    197,                0.86988,                0.95131,                 1.0418,                0.78407,                0.83601,                0.83877,                0.63223,                 1.0514,                 1.0471,                 1.0377,             0.00050944,             0.00050944,             0.00050944
                    198,                0.94557,                 0.9493,                  1.029,                0.74158,                0.84758,                0.83771,                0.61963,                 1.0443,                 1.0047,                  1.025,             0.00050472,             0.00050472,             0.00050472
                    199,                0.98289,                 1.0066,                 1.0841,                0.74158,                0.84758,                0.83771,                0.61963,                 1.0443,                 1.0047,                  1.025,             0.00050001,             0.00050001,             0.00050001
                    200,                0.88421,                0.90623,                0.98249,                0.78972,                0.89269,                0.84801,                0.63019,                  1.028,                0.97306,                 1.0104,             0.00049529,             0.00049529,             0.00049529
                    201,                0.89494,                 1.0259,                0.99189,                0.78972,                0.89269,                0.84801,                0.63019,                  1.028,                0.97306,                 1.0104,             0.00049058,             0.00049058,             0.00049058
                    202,                0.81207,                0.77766,                0.98284,                0.78354,                0.88613,                0.86224,                0.65669,                0.99409,                0.95499,                0.99457,             0.00048586,             0.00048586,             0.00048586
                    203,                0.90815,                0.92465,                 1.0334,                0.78354,                0.88613,                0.86224,                0.65669,                0.99409,                0.95499,                0.99457,             0.00048114,             0.00048114,             0.00048114
                    204,                0.85702,                0.88704,                 1.0382,                0.78354,                0.88613,                0.86224,                0.65669,                0.99409,                0.95499,                0.99457,             0.00047643,             0.00047643,             0.00047643
                    205,                 0.8808,                0.82795,                  1.003,                0.77749,                0.92051,                0.84791,                 0.6591,                0.96781,                0.95756,                0.97967,             0.00047171,             0.00047171,             0.00047171
                    206,                0.87499,                0.81553,                0.97576,                0.77749,                0.92051,                0.84791,                 0.6591,                0.96781,                0.95756,                0.97967,               0.000467,               0.000467,               0.000467
                    207,                0.94427,                 0.9856,                 1.0475,                0.79571,                0.90546,                 0.8567,                0.67269,                0.96416,                0.91747,                0.97662,             0.00046228,             0.00046228,             0.00046228
                    208,                0.80199,                 0.9546,                 1.0119,                0.79571,                0.90546,                 0.8567,                0.67269,                0.96416,                0.91747,                0.97662,             0.00045757,             0.00045757,             0.00045757
                    209,                0.86427,                0.82147,                0.98942,                0.79207,                0.90546,                0.85658,                 0.6429,                0.97762,                0.92656,                0.98289,             0.00045285,             0.00045285,             0.00045285
                    210,                0.88599,                0.82879,                 1.0107,                0.79207,                0.90546,                0.85658,                 0.6429,                0.97762,                0.92656,                0.98289,             0.00044813,             0.00044813,             0.00044813
                    211,                0.81974,                0.91579,                 1.0798,                0.79207,                0.90546,                0.85658,                 0.6429,                0.97762,                0.92656,                0.98289,             0.00044342,             0.00044342,             0.00044342
                    212,                0.82653,                0.81967,                 1.0014,                0.81246,                0.88889,                0.84305,                0.63128,                 0.9955,                0.95445,                0.98981,              0.0004387,              0.0004387,              0.0004387
                    213,                0.92265,                0.80117,                0.99422,                0.81246,                0.88889,                0.84305,                0.63128,                 0.9955,                0.95445,                0.98981,             0.00043399,             0.00043399,             0.00043399
                    214,                0.84435,                0.83583,                0.99383,                0.83009,                0.88889,                0.84663,                0.63151,                 1.0177,                0.93984,                0.99753,             0.00042927,             0.00042927,             0.00042927
                    215,                0.79065,                0.91547,                0.98817,                0.83009,                0.88889,                0.84663,                0.63151,                 1.0177,                0.93984,                0.99753,             0.00042456,             0.00042456,             0.00042456
                    216,                0.76548,                0.78526,                 0.9477,                0.83858,                0.88079,                0.85006,                 0.6326,                 1.0288,                0.92129,                  1.005,             0.00041984,             0.00041984,             0.00041984
                    217,                0.89797,                0.87646,                 1.0789,                0.83858,                0.88079,                0.85006,                 0.6326,                 1.0288,                0.92129,                  1.005,             0.00041512,             0.00041512,             0.00041512
                    218,                0.89536,                0.92128,                 1.0217,                0.83689,                 0.8505,                0.84727,                0.64315,                 1.0276,                0.93478,                 1.0085,             0.00041041,             0.00041041,             0.00041041
                    219,                0.90801,                0.99028,                 1.0617,                0.83689,                 0.8505,                0.84727,                0.64315,                 1.0276,                0.93478,                 1.0085,             0.00040569,             0.00040569,             0.00040569
                    220,                0.92958,                0.93623,                 1.0774,                0.83689,                 0.8505,                0.84727,                0.64315,                 1.0276,                0.93478,                 1.0085,             0.00040098,             0.00040098,             0.00040098
                    221,                 0.7487,                0.91666,                 1.0154,                0.90395,                0.84468,                 0.8555,                0.64696,                  1.013,                0.92864,                 1.0037,             0.00039626,             0.00039626,             0.00039626
                    222,                0.74662,                0.83254,                0.92041,                0.90395,                0.84468,                 0.8555,                0.64696,                  1.013,                0.92864,                 1.0037,             0.00039155,             0.00039155,             0.00039155
                    223,                0.80827,                0.79694,                0.95854,                0.90074,                 0.8421,                0.85171,                0.64387,                 1.0012,                0.91616,                 0.9994,             0.00038683,             0.00038683,             0.00038683
                    224,                0.85688,                0.91692,                 1.0446,                0.90074,                 0.8421,                0.85171,                0.64387,                 1.0012,                0.91616,                 0.9994,             0.00038211,             0.00038211,             0.00038211
                    225,                0.88156,                0.89529,                 1.0063,                0.90127,                0.84722,                0.85638,                0.65799,                0.99819,                0.92029,                0.99658,              0.0003774,              0.0003774,              0.0003774
                    226,                0.79488,                0.87891,                0.98792,                0.90127,                0.84722,                0.85638,                0.65799,                0.99819,                0.92029,                0.99658,             0.00037268,             0.00037268,             0.00037268
                    227,                0.84206,                0.90112,                0.98303,                0.90127,                0.84722,                0.85638,                0.65799,                0.99819,                0.92029,                0.99658,             0.00036797,             0.00036797,             0.00036797
                    228,                0.88986,                0.92524,                 1.0618,                0.89475,                0.84424,                0.84922,                0.65096,                 1.0101,                0.94065,                  1.003,             0.00036325,             0.00036325,             0.00036325
                    229,                0.85973,                 0.8525,                 1.0273,                0.89475,                0.84424,                0.84922,                0.65096,                 1.0101,                0.94065,                  1.003,             0.00035854,             0.00035854,             0.00035854
                    230,                0.86839,                0.84403,                0.95596,                0.89684,                0.84314,                0.84047,                0.63987,                  1.028,                0.94676,                 1.0146,             0.00035382,             0.00035382,             0.00035382
                    231,                 0.8409,                0.85154,                 1.0092,                0.89684,                0.84314,                0.84047,                0.63987,                  1.028,                0.94676,                 1.0146,              0.0003491,              0.0003491,              0.0003491
                    232,                0.84102,                0.80196,                0.99418,                0.89738,                0.84761,                0.83704,                0.62966,                 1.0318,                0.92984,                  1.021,             0.00034439,             0.00034439,             0.00034439
                    233,                0.84594,                0.77429,                0.97475,                0.89738,                0.84761,                0.83704,                0.62966,                 1.0318,                0.92984,                  1.021,             0.00033967,             0.00033967,             0.00033967
                    234,                0.84957,                   0.83,                0.99418,                0.87997,                0.85185,                 0.8367,                0.62358,                 1.0438,                0.94183,                 1.0314,             0.00033496,             0.00033496,             0.00033496
                    235,                0.87634,                0.93752,                 1.0682,                0.87997,                0.85185,                 0.8367,                0.62358,                 1.0438,                0.94183,                 1.0314,             0.00033024,             0.00033024,             0.00033024
                    236,                0.83001,                0.85082,                 1.0178,                0.87997,                0.85185,                 0.8367,                0.62358,                 1.0438,                0.94183,                 1.0314,             0.00032553,             0.00032553,             0.00032553
                    237,                0.84606,                0.86726,                0.95848,                0.87711,                0.85185,                0.84043,                0.63617,                 1.0411,                0.95168,                 1.0301,             0.00032081,             0.00032081,             0.00032081
                    238,                0.96721,                0.88798,                 1.0783,                0.87711,                0.85185,                0.84043,                0.63617,                 1.0411,                0.95168,                 1.0301,             0.00031609,             0.00031609,             0.00031609
                    239,                0.87299,                 0.8226,                0.98704,                0.82254,                0.85185,                0.82434,                0.62775,                 1.0518,                 1.0001,                 1.0402,             0.00031138,             0.00031138,             0.00031138
                    240,                0.86198,                0.89656,                 1.0411,                0.82254,                0.85185,                0.82434,                0.62775,                 1.0518,                 1.0001,                 1.0402,             0.00030666,             0.00030666,             0.00030666
                    241,                0.80994,                0.84345,                0.99047,                0.81063,                0.81662,                0.82266,                0.62669,                 1.0515,                0.99536,                 1.0438,             0.00030195,             0.00030195,             0.00030195
                    242,                0.81516,                 0.8669,                 1.0059,                0.81063,                0.81662,                0.82266,                0.62669,                 1.0515,                0.99536,                 1.0438,             0.00029723,             0.00029723,             0.00029723
                    243,                0.85319,                0.80494,                 1.0398,                0.81063,                0.81662,                0.82266,                0.62669,                 1.0515,                0.99536,                 1.0438,             0.00029252,             0.00029252,             0.00029252
                    244,                0.80995,                0.72507,                0.97015,                0.82399,                 0.8322,                0.82411,                0.62596,                 1.0529,                0.99263,                  1.044,              0.0002878,              0.0002878,              0.0002878
                    245,                0.83262,                0.76401,                 1.0011,                0.82399,                 0.8322,                0.82411,                0.62596,                 1.0529,                0.99263,                  1.044,             0.00028308,             0.00028308,             0.00028308
                    246,                0.80086,                0.84946,                 1.0417,                 0.8211,                0.80189,                0.81259,                0.60561,                 1.0752,                 1.0142,                 1.0544,             0.00027837,             0.00027837,             0.00027837
                    247,                0.79391,                  0.849,                   1.06,                 0.8211,                0.80189,                0.81259,                0.60561,                 1.0752,                 1.0142,                 1.0544,             0.00027365,             0.00027365,             0.00027365
                    248,                  0.833,                0.90121,                 1.0695,                0.80283,                0.84222,                0.81493,                0.59695,                 1.0936,                 1.0276,                 1.0642,             0.00026894,             0.00026894,             0.00026894
                    249,                 1.0324,                 1.0427,                 1.2055,                0.80283,                0.84222,                0.81493,                0.59695,                 1.0936,                 1.0276,                 1.0642,             0.00026422,             0.00026422,             0.00026422
                    250,                0.79498,                0.76684,                0.98199,                0.80223,                0.83667,                0.82544,                 0.6167,                  1.076,                 1.0175,                 1.0582,             0.00025951,             0.00025951,             0.00025951
                    251,                0.76438,                0.76131,                0.96334,                0.80223,                0.83667,                0.82544,                 0.6167,                  1.076,                 1.0175,                 1.0582,             0.00025479,             0.00025479,             0.00025479
                    252,                0.85751,                0.83703,                 1.0312,                0.80223,                0.83667,                0.82544,                 0.6167,                  1.076,                 1.0175,                 1.0582,             0.00025007,             0.00025007,             0.00025007
                    253,                0.84016,                0.79819,                 1.0027,                0.82288,                0.83634,                0.81209,                0.61022,                 1.0506,                0.98808,                 1.0468,             0.00024536,             0.00024536,             0.00024536
                    254,                 0.8655,                0.84903,                 1.0219,                0.82288,                0.83634,                0.81209,                0.61022,                 1.0506,                0.98808,                 1.0468,             0.00024064,             0.00024064,             0.00024064
                    255,                0.80802,                0.88802,                 1.0318,                0.82195,                0.83601,                0.82214,                0.61955,                 1.0343,                0.97506,                  1.045,             0.00023593,             0.00023593,             0.00023593
                    256,                0.83636,                0.85046,                0.99729,                0.82195,                0.83601,                0.82214,                0.61955,                 1.0343,                0.97506,                  1.045,             0.00023121,             0.00023121,             0.00023121
                    257,                0.75964,                 0.6976,                0.93267,                0.83043,                0.84756,                0.81148,                0.61638,                0.99844,                0.94805,                 1.0337,              0.0002265,              0.0002265,              0.0002265
                    258,                0.77354,                0.74556,                0.96129,                0.83043,                0.84756,                0.81148,                0.61638,                0.99844,                0.94805,                 1.0337,             0.00022178,             0.00022178,             0.00022178
                    259,                0.83042,                0.81033,                  1.031,                0.83043,                0.84756,                0.81148,                0.61638,                0.99844,                0.94805,                 1.0337,             0.00021707,             0.00021707,             0.00021707
                    260,                0.78875,                0.72966,                0.95816,                0.87936,                0.80664,                0.81704,                0.62013,                0.97274,                0.92025,                 1.0182,             0.00021235,             0.00021235,             0.00021235
                    261,                0.77919,                0.77609,                0.94659,                0.87936,                0.80664,                0.81704,                0.62013,                0.97274,                0.92025,                 1.0182,             0.00020763,             0.00020763,             0.00020763
                    262,                0.88145,                0.87186,                  1.064,                0.86743,                0.83787,                0.82335,                0.63749,                0.94958,                0.90142,                 1.0018,             0.00020292,             0.00020292,             0.00020292
                    263,                0.79332,                0.70511,                0.93961,                0.86743,                0.83787,                0.82335,                0.63749,                0.94958,                0.90142,                 1.0018,              0.0001982,              0.0001982,              0.0001982
                    264,                0.80398,                0.94825,                 1.0119,                0.87212,                0.84106,                0.82418,                0.65083,                0.94127,                0.90232,                  0.995,             0.00019349,             0.00019349,             0.00019349
                    265,                0.79246,                0.83093,                 1.0371,                0.87212,                0.84106,                0.82418,                0.65083,                0.94127,                0.90232,                  0.995,             0.00018877,             0.00018877,             0.00018877
                    266,                0.80426,                0.84929,                0.98776,                0.84803,                0.84161,                0.82556,                0.65162,                0.93814,                0.91804,                0.99199,             0.00018406,             0.00018406,             0.00018406
                    267,                0.83683,                0.75908,                0.97154,                0.84803,                0.84161,                0.82556,                0.65162,                0.93814,                0.91804,                0.99199,             0.00017934,             0.00017934,             0.00017934
